State 0:
  pred_1(chair_0, chair_0)  [conf=1.000]
  pred_5(tree, pad_5)  [conf=1.000]
  pred_6(tree, pad_5)  [conf=1.000]
  pred_7(tree, pad_5)  [conf=1.000]
  pred_1(pad_3, pad_3)  [conf=1.000]
  pred_2(pad_3, pad_3)  [conf=1.000]
  pred_3(pad_3, pad_3)  [conf=1.000]
  pred_6(pad_3, pad_3)  [conf=1.000]

State 26:
  pred_0(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_6(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_0(person_1, glove_0)  [conf=1.000]
  pred_1(person_1, glove_0)  [conf=1.000]
  pred_4(person_1, glove_0)  [conf=1.000]
  pred_5(person_1, glove_0)  [conf=1.000]
  pred_6(person_1, glove_0)  [conf=1.000]
  pred_7(person_1, glove_0)  [conf=1.000]
  pred_1(pig, pig)  [conf=1.000]
  pred_2(pig, pig)  [conf=1.000]
  pred_3(pig, pig)  [conf=1.000]
  pred_6(pig, pig)  [conf=1.000]
  pred_0(glove_1, truck)  [conf=1.000]
  pred_4(glove_1, truck)  [conf=1.000]
  pred_5(glove_1, truck)  [conf=1.000]
  pred_6(glove_1, truck)  [conf=1.000]
  pred_7(glove_1, truck)  [conf=1.000]
  pred_4(tarp, person_0)  [conf=1.000]
  pred_5(tarp, person_0)  [conf=1.000]
  pred_6(tarp, person_0)  [conf=1.000]
  pred_7(tarp, person_0)  [conf=1.000]
  pred_0(truck, glove_1)  [conf=1.000]
  pred_4(truck, glove_1)  [conf=1.000]
  pred_5(truck, glove_1)  [conf=1.000]
  pred_6(truck, glove_1)  [conf=1.000]
  pred_7(truck, glove_1)  [conf=1.000]
  pred_0(glove_0, glove_0)  [conf=1.000]
  pred_1(glove_0, glove_0)  [conf=1.000]
  pred_4(glove_0, glove_0)  [conf=1.000]
  pred_5(glove_0, glove_0)  [conf=1.000]
  pred_6(glove_0, glove_0)  [conf=1.000]
  pred_7(glove_0, glove_0)  [conf=1.000]
  pred_0(truck, truck)  [conf=1.000]
  pred_4(truck, truck)  [conf=1.000]
  pred_5(truck, truck)  [conf=1.000]
  pred_6(truck, truck)  [conf=1.000]
  pred_7(truck, truck)  [conf=1.000]
  pred_1(pig, glove_0)  [conf=1.000]
  pred_4(pig, glove_0)  [conf=1.000]
  pred_5(pig, glove_0)  [conf=1.000]
  pred_6(pig, glove_0)  [conf=1.000]
  pred_7(pig, glove_0)  [conf=1.000]
  pred_0(person_1, person_1)  [conf=1.000]
  pred_1(person_1, person_1)  [conf=1.000]
  pred_4(person_1, person_1)  [conf=1.000]
  pred_5(person_1, person_1)  [conf=1.000]
  pred_6(person_1, person_1)  [conf=1.000]
  pred_7(person_1, person_1)  [conf=1.000]

State 27:
  pred_0(person_2, person_2)  [conf=1.000]
  pred_4(person_2, person_2)  [conf=1.000]
  pred_5(person_2, person_2)  [conf=1.000]
  pred_6(person_2, person_2)  [conf=1.000]
  pred_7(person_2, person_2)  [conf=1.000]
  pred_5(person_3, person_4)  [conf=1.000]
  pred_7(person_3, person_4)  [conf=1.000]
  pred_0(person_1, person_1)  [conf=1.000]
  pred_4(person_1, person_1)  [conf=1.000]
  pred_5(person_1, person_1)  [conf=1.000]
  pred_6(person_1, person_1)  [conf=1.000]
  pred_7(person_1, person_1)  [conf=1.000]
  pred_0(umbrella_1, person_1)  [conf=1.000]
  pred_4(umbrella_1, person_1)  [conf=1.000]
  pred_5(umbrella_1, person_1)  [conf=1.000]
  pred_6(umbrella_1, person_1)  [conf=1.000]
  pred_7(umbrella_1, person_1)  [conf=1.000]
  pred_0(umbrella_0, person_2)  [conf=1.000]
  pred_4(umbrella_0, person_2)  [conf=1.000]
  pred_5(umbrella_0, person_2)  [conf=1.000]
  pred_6(umbrella_0, person_2)  [conf=1.000]
  pred_7(umbrella_0, person_2)  [conf=1.000]
  pred_0(person_0, umbrella_1)  [conf=1.000]
  pred_4(person_0, umbrella_1)  [conf=1.000]
  pred_5(person_0, umbrella_1)  [conf=1.000]
  pred_7(person_0, umbrella_1)  [conf=1.000]
  pred_0(person_4, person_4)  [conf=1.000]
  pred_4(person_4, person_4)  [conf=1.000]
  pred_5(person_4, person_4)  [conf=1.000]
  pred_7(person_4, person_4)  [conf=1.000]
  pred_0(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_0(person_1, person_4)  [conf=1.000]
  pred_4(person_1, person_4)  [conf=1.000]
  pred_5(person_1, person_4)  [conf=1.000]
  pred_7(person_1, person_4)  [conf=1.000]
  pred_1(person_3, person_3)  [conf=1.000]
  pred_2(person_3, person_3)  [conf=1.000]
  pred_3(person_3, person_3)  [conf=1.000]
  pred_6(person_3, person_3)  [conf=1.000]

State 28:
  pred_0(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_1(bench, bench)  [conf=1.000]
  pred_2(bench, bench)  [conf=1.000]
  pred_3(bench, bench)  [conf=1.000]
  pred_6(bench, bench)  [conf=1.000]
  pred_0(sign, person)  [conf=1.000]
  pred_4(sign, person)  [conf=1.000]
  pred_5(sign, person)  [conf=1.000]
  pred_7(sign, person)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(tree, sign)  [conf=1.000]
  pred_1(tree, sign)  [conf=1.000]
  pred_4(tree, sign)  [conf=1.000]
  pred_5(tree, sign)  [conf=1.000]
  pred_7(tree, sign)  [conf=1.000]
  pred_1(dog, dog)  [conf=1.000]
  pred_2(dog, dog)  [conf=1.000]
  pred_3(dog, dog)  [conf=1.000]
  pred_6(dog, dog)  [conf=1.000]
  pred_0(tree, tree)  [conf=1.000]
  pred_4(tree, tree)  [conf=1.000]
  pred_5(tree, tree)  [conf=1.000]
  pred_7(tree, tree)  [conf=1.000]
  pred_1(bench, dog)  [conf=1.000]
  pred_2(bench, dog)  [conf=1.000]
  pred_3(bench, dog)  [conf=1.000]
  pred_6(bench, dog)  [conf=1.000]
  pred_1(window, window)  [conf=1.000]
  pred_2(window, window)  [conf=1.000]
  pred_3(window, window)  [conf=1.000]
  pred_6(window, window)  [conf=1.000]

State 29:
  pred_0(person_2, person_2)  [conf=1.000]
  pred_1(person_2, person_2)  [conf=1.000]
  pred_4(person_2, person_2)  [conf=1.000]
  pred_5(person_2, person_2)  [conf=1.000]
  pred_6(person_2, person_2)  [conf=1.000]
  pred_7(person_2, person_2)  [conf=1.000]
  pred_0(person_3, person_1)  [conf=1.000]
  pred_1(person_3, person_1)  [conf=1.000]
  pred_4(person_3, person_1)  [conf=1.000]
  pred_5(person_3, person_1)  [conf=1.000]
  pred_7(person_3, person_1)  [conf=1.000]
  pred_0(person_1, person_1)  [conf=1.000]
  pred_1(person_1, person_1)  [conf=1.000]
  pred_4(person_1, person_1)  [conf=1.000]
  pred_5(person_1, person_1)  [conf=1.000]
  pred_7(person_1, person_1)  [conf=1.000]
  pred_0(pad_6, person_0)  [conf=1.000]
  pred_1(pad_4, person_2)  [conf=1.000]
  pred_4(pad_4, person_2)  [conf=1.000]
  pred_5(pad_4, person_2)  [conf=1.000]
  pred_6(pad_4, person_2)  [conf=1.000]
  pred_7(pad_4, person_2)  [conf=1.000]
  pred_0(person_0, pad_6)  [conf=1.000]
  pred_4(person_0, pad_6)  [conf=1.000]
  pred_5(person_0, pad_6)  [conf=1.000]
  pred_7(person_0, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_0(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_0(person_0, pad_5)  [conf=1.000]
  pred_4(person_0, pad_5)  [conf=1.000]
  pred_5(person_0, pad_5)  [conf=1.000]
  pred_7(person_0, pad_5)  [conf=1.000]
  pred_0(person_3, person_3)  [conf=1.000]
  pred_1(person_3, person_3)  [conf=1.000]
  pred_4(person_3, person_3)  [conf=1.000]
  pred_5(person_3, person_3)  [conf=1.000]
  pred_6(person_3, person_3)  [conf=1.000]
  pred_7(person_3, person_3)  [conf=1.000]

State 30:
  pred_0(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(horse, horse)  [conf=1.000]
  pred_4(horse, horse)  [conf=1.000]
  pred_7(horse, horse)  [conf=1.000]
  pred_0(pad_6, tree)  [conf=1.000]
  pred_5(pad_6, tree)  [conf=1.000]
  pred_7(pad_6, tree)  [conf=1.000]
  pred_1(boot_0, gate)  [conf=1.000]
  pred_2(boot_0, gate)  [conf=1.000]
  pred_3(boot_0, gate)  [conf=1.000]
  pred_6(boot_0, gate)  [conf=1.000]
  pred_1(boot_1, pad_6)  [conf=1.000]
  pred_2(boot_1, pad_6)  [conf=1.000]
  pred_3(boot_1, pad_6)  [conf=1.000]
  pred_0(horse, boot_1)  [conf=1.000]
  pred_4(horse, boot_1)  [conf=1.000]
  pred_7(horse, boot_1)  [conf=1.000]
  pred_0(tree, tree)  [conf=1.000]
  pred_4(tree, tree)  [conf=1.000]
  pred_5(tree, tree)  [conf=1.000]
  pred_7(tree, tree)  [conf=1.000]
  pred_0(horse, boot_1)  [conf=1.000]
  pred_4(horse, boot_1)  [conf=1.000]
  pred_7(horse, boot_1)  [conf=1.000]
  pred_1(gate, gate)  [conf=1.000]
  pred_2(gate, gate)  [conf=1.000]
  pred_3(gate, gate)  [conf=1.000]
  pred_6(gate, gate)  [conf=1.000]

State 31:
  pred_0(window_0, window_0)  [conf=1.000]
  pred_4(window_0, window_0)  [conf=1.000]
  pred_5(window_0, window_0)  [conf=1.000]
  pred_6(window_0, window_0)  [conf=1.000]
  pred_7(window_0, window_0)  [conf=1.000]
  pred_0(window_1, window_3)  [conf=1.000]
  pred_4(window_1, window_3)  [conf=1.000]
  pred_5(window_1, window_3)  [conf=1.000]
  pred_6(window_1, window_3)  [conf=1.000]
  pred_7(window_1, window_3)  [conf=1.000]
  pred_0(building, building)  [conf=1.000]
  pred_4(building, building)  [conf=1.000]
  pred_5(building, building)  [conf=1.000]
  pred_6(building, building)  [conf=1.000]
  pred_7(building, building)  [conf=1.000]
  pred_0(window_1, building)  [conf=1.000]
  pred_1(window_1, building)  [conf=1.000]
  pred_4(window_1, building)  [conf=1.000]
  pred_5(window_1, building)  [conf=1.000]
  pred_6(window_1, building)  [conf=1.000]
  pred_7(window_1, building)  [conf=1.000]
  pred_0(window_2, window_0)  [conf=1.000]
  pred_1(window_2, window_0)  [conf=1.000]
  pred_4(window_2, window_0)  [conf=1.000]
  pred_5(window_2, window_0)  [conf=1.000]
  pred_6(window_2, window_0)  [conf=1.000]
  pred_7(window_2, window_0)  [conf=1.000]
  pred_0(bus, pad_6)  [conf=1.000]
  pred_3(bus, pad_6)  [conf=1.000]
  pred_4(bus, pad_6)  [conf=1.000]
  pred_5(bus, pad_6)  [conf=1.000]
  pred_6(bus, pad_6)  [conf=1.000]
  pred_7(bus, pad_6)  [conf=1.000]
  pred_0(window_3, window_3)  [conf=1.000]
  pred_4(window_3, window_3)  [conf=1.000]
  pred_5(window_3, window_3)  [conf=1.000]
  pred_6(window_3, window_3)  [conf=1.000]
  pred_7(window_3, window_3)  [conf=1.000]
  pred_0(bus, bus)  [conf=1.000]
  pred_4(bus, bus)  [conf=1.000]
  pred_5(bus, bus)  [conf=1.000]
  pred_6(bus, bus)  [conf=1.000]
  pred_7(bus, bus)  [conf=1.000]
  pred_0(bus, window_3)  [conf=1.000]
  pred_4(bus, window_3)  [conf=1.000]
  pred_5(bus, window_3)  [conf=1.000]
  pred_6(bus, window_3)  [conf=1.000]
  pred_7(bus, window_3)  [conf=1.000]
  pred_0(window_1, window_3)  [conf=1.000]
  pred_4(window_1, window_3)  [conf=1.000]
  pred_5(window_1, window_3)  [conf=1.000]
  pred_6(window_1, window_3)  [conf=1.000]
  pred_7(window_1, window_3)  [conf=1.000]

State 32:
  pred_1(pad_2, pad_2)  [conf=1.000]
  pred_2(pad_2, pad_2)  [conf=1.000]
  pred_3(pad_2, pad_2)  [conf=1.000]
  pred_6(pad_2, pad_2)  [conf=1.000]
  pred_1(pad_3, pad_2)  [conf=1.000]
  pred_2(pad_3, pad_2)  [conf=1.000]
  pred_3(pad_3, pad_2)  [conf=1.000]
  pred_6(pad_3, pad_2)  [conf=1.000]
  pred_1(pad_1, pad_1)  [conf=1.000]
  pred_2(pad_1, pad_1)  [conf=1.000]
  pred_3(pad_1, pad_1)  [conf=1.000]
  pred_6(pad_1, pad_1)  [conf=1.000]
  pred_1(pad_6, cow)  [conf=1.000]
  pred_2(pad_6, cow)  [conf=1.000]
  pred_3(pad_6, cow)  [conf=1.000]
  pred_6(pad_6, cow)  [conf=1.000]
  pred_1(pad_4, pad_2)  [conf=1.000]
  pred_2(pad_4, pad_2)  [conf=1.000]
  pred_3(pad_4, pad_2)  [conf=1.000]
  pred_6(pad_4, pad_2)  [conf=1.000]
  pred_1(pad_5, pad_6)  [conf=1.000]
  pred_2(pad_5, pad_6)  [conf=1.000]
  pred_3(pad_5, pad_6)  [conf=1.000]
  pred_6(pad_5, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_1(cow, cow)  [conf=1.000]
  pred_2(cow, cow)  [conf=1.000]
  pred_3(cow, cow)  [conf=1.000]
  pred_6(cow, cow)  [conf=1.000]
  pred_1(cow, pad_5)  [conf=1.000]
  pred_2(cow, pad_5)  [conf=1.000]
  pred_3(cow, pad_5)  [conf=1.000]
  pred_1(pad_3, pad_3)  [conf=1.000]
  pred_2(pad_3, pad_3)  [conf=1.000]
  pred_3(pad_3, pad_3)  [conf=1.000]
  pred_6(pad_3, pad_3)  [conf=1.000]

State 33:
  pred_1(paddle, paddle)  [conf=1.000]
  pred_2(paddle, paddle)  [conf=1.000]
  pred_3(paddle, paddle)  [conf=1.000]
  pred_1(cone, paddle)  [conf=1.000]
  pred_2(cone, paddle)  [conf=1.000]
  pred_3(cone, paddle)  [conf=1.000]
  pred_1(boat, boat)  [conf=1.000]
  pred_2(boat, boat)  [conf=1.000]
  pred_3(boat, boat)  [conf=1.000]
  pred_6(boat, boat)  [conf=1.000]
  pred_1(pad_6, person)  [conf=1.000]
  pred_2(pad_6, person)  [conf=1.000]
  pred_3(pad_6, person)  [conf=1.000]
  pred_6(pad_6, person)  [conf=1.000]
  pred_1(pad_4, paddle)  [conf=1.000]
  pred_2(pad_4, paddle)  [conf=1.000]
  pred_3(pad_4, paddle)  [conf=1.000]
  pred_6(pad_4, paddle)  [conf=1.000]
  pred_1(person, pad_6)  [conf=1.000]
  pred_2(person, pad_6)  [conf=1.000]
  pred_3(person, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_1(person, person)  [conf=1.000]
  pred_2(person, person)  [conf=1.000]
  pred_3(person, person)  [conf=1.000]
  pred_1(person, pad_5)  [conf=1.000]
  pred_2(person, pad_5)  [conf=1.000]
  pred_3(person, pad_5)  [conf=1.000]
  pred_1(cone, cone)  [conf=1.000]
  pred_2(cone, cone)  [conf=1.000]
  pred_3(cone, cone)  [conf=1.000]
  pred_6(cone, cone)  [conf=1.000]

State 34:
  pred_1(suitcase, suitcase)  [conf=1.000]
  pred_2(suitcase, suitcase)  [conf=1.000]
  pred_3(suitcase, suitcase)  [conf=1.000]
  pred_6(suitcase, suitcase)  [conf=1.000]
  pred_0(tree_0, hat)  [conf=1.000]
  pred_4(tree_0, hat)  [conf=1.000]
  pred_5(tree_0, hat)  [conf=1.000]
  pred_7(tree_0, hat)  [conf=1.000]
  pred_4(jean, tree_1)  [conf=1.000]
  pred_5(jean, tree_1)  [conf=1.000]
  pred_6(jean, tree_1)  [conf=1.000]
  pred_7(jean, tree_1)  [conf=1.000]
  pred_1(jean, jean)  [conf=1.000]
  pred_2(jean, jean)  [conf=1.000]
  pred_3(jean, jean)  [conf=1.000]
  pred_6(jean, jean)  [conf=1.000]
  pred_0(tree_1, suitcase)  [conf=1.000]
  pred_3(tree_1, suitcase)  [conf=1.000]
  pred_4(tree_1, suitcase)  [conf=1.000]
  pred_5(tree_1, suitcase)  [conf=1.000]
  pred_6(tree_1, suitcase)  [conf=1.000]
  pred_7(tree_1, suitcase)  [conf=1.000]
  pred_0(person, sunglasses)  [conf=1.000]
  pred_4(person, sunglasses)  [conf=1.000]
  pred_5(person, sunglasses)  [conf=1.000]
  pred_6(person, sunglasses)  [conf=1.000]
  pred_7(person, sunglasses)  [conf=1.000]
  pred_0(hat, hat)  [conf=1.000]
  pred_4(hat, hat)  [conf=1.000]
  pred_7(hat, hat)  [conf=1.000]
  pred_0(jean, person)  [conf=1.000]
  pred_5(jean, person)  [conf=1.000]
  pred_6(jean, person)  [conf=1.000]
  pred_7(jean, person)  [conf=1.000]
  pred_0(person, hat)  [conf=1.000]
  pred_4(person, hat)  [conf=1.000]
  pred_5(person, hat)  [conf=1.000]
  pred_7(person, hat)  [conf=1.000]
  pred_0(tree_0, tree_0)  [conf=1.000]
  pred_4(tree_0, tree_0)  [conf=1.000]
  pred_5(tree_0, tree_0)  [conf=1.000]
  pred_6(tree_0, tree_0)  [conf=1.000]
  pred_7(tree_0, tree_0)  [conf=1.000]

State 35:
  pred_1(child_2, child_2)  [conf=1.000]
  pred_2(child_2, child_2)  [conf=1.000]
  pred_3(child_2, child_2)  [conf=1.000]
  pred_0(child_3, child_5)  [conf=1.000]
  pred_4(child_3, child_5)  [conf=1.000]
  pred_5(child_3, child_5)  [conf=1.000]
  pred_6(child_3, child_5)  [conf=1.000]
  pred_7(child_3, child_5)  [conf=1.000]
  pred_1(child_1, child_1)  [conf=1.000]
  pred_2(child_1, child_1)  [conf=1.000]
  pred_3(child_1, child_1)  [conf=1.000]
  pred_0(cake, cake)  [conf=1.000]
  pred_4(cake, cake)  [conf=1.000]
  pred_5(cake, cake)  [conf=1.000]
  pred_6(cake, cake)  [conf=1.000]
  pred_7(cake, cake)  [conf=1.000]
  pred_1(child_4, child_2)  [conf=1.000]
  pred_2(child_4, child_2)  [conf=1.000]
  pred_3(child_4, child_2)  [conf=1.000]
  pred_4(child_0, cake)  [conf=1.000]
  pred_5(child_0, cake)  [conf=1.000]
  pred_6(child_0, cake)  [conf=1.000]
  pred_7(child_0, cake)  [conf=1.000]
  pred_0(child_5, child_5)  [conf=1.000]
  pred_4(child_5, child_5)  [conf=1.000]
  pred_5(child_5, child_5)  [conf=1.000]
  pred_6(child_5, child_5)  [conf=1.000]
  pred_7(child_5, child_5)  [conf=1.000]
  pred_1(child_1, child_0)  [conf=1.000]
  pred_2(child_1, child_0)  [conf=1.000]
  pred_3(child_1, child_0)  [conf=1.000]
  pred_6(child_1, child_0)  [conf=1.000]
  pred_5(child_1, child_5)  [conf=1.000]
  pred_6(child_1, child_5)  [conf=1.000]
  pred_7(child_1, child_5)  [conf=1.000]
  pred_0(child_3, child_3)  [conf=1.000]
  pred_1(child_3, child_3)  [conf=1.000]
  pred_4(child_3, child_3)  [conf=1.000]
  pred_5(child_3, child_3)  [conf=1.000]
  pred_7(child_3, child_3)  [conf=1.000]

State 36:
  pred_1(baseball glove, baseball glove)  [conf=1.000]
  pred_2(baseball glove, baseball glove)  [conf=1.000]
  pred_3(baseball glove, baseball glove)  [conf=1.000]
  pred_6(baseball glove, baseball glove)  [conf=1.000]
  pred_1(pad_3, baseball glove)  [conf=1.000]
  pred_2(pad_3, baseball glove)  [conf=1.000]
  pred_3(pad_3, baseball glove)  [conf=1.000]
  pred_6(pad_3, baseball glove)  [conf=1.000]
  pred_1(baseball bat, baseball bat)  [conf=1.000]
  pred_2(baseball bat, baseball bat)  [conf=1.000]
  pred_3(baseball bat, baseball bat)  [conf=1.000]
  pred_6(baseball bat, baseball bat)  [conf=1.000]
  pred_0(pad_6, person)  [conf=1.000]
  pred_1(pad_6, person)  [conf=1.000]
  pred_5(pad_6, person)  [conf=1.000]
  pred_7(pad_6, person)  [conf=1.000]
  pred_1(pad_4, baseball glove)  [conf=1.000]
  pred_2(pad_4, baseball glove)  [conf=1.000]
  pred_3(pad_4, baseball glove)  [conf=1.000]
  pred_6(pad_4, baseball glove)  [conf=1.000]
  pred_1(pad_4, pad_6)  [conf=1.000]
  pred_2(pad_4, pad_6)  [conf=1.000]
  pred_3(pad_4, pad_6)  [conf=1.000]
  pred_6(pad_4, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(person, pad_5)  [conf=1.000]
  pred_4(person, pad_5)  [conf=1.000]
  pred_5(person, pad_5)  [conf=1.000]
  pred_7(person, pad_5)  [conf=1.000]
  pred_1(pad_3, pad_3)  [conf=1.000]
  pred_2(pad_3, pad_3)  [conf=1.000]
  pred_3(pad_3, pad_3)  [conf=1.000]
  pred_6(pad_3, pad_3)  [conf=1.000]

State 37:
  pred_1(dog, dog)  [conf=1.000]
  pred_2(dog, dog)  [conf=1.000]
  pred_3(dog, dog)  [conf=1.000]
  pred_6(dog, dog)  [conf=1.000]
  pred_1(bicycle_0, dog)  [conf=1.000]
  pred_2(bicycle_0, dog)  [conf=1.000]
  pred_3(bicycle_0, dog)  [conf=1.000]
  pred_6(bicycle_0, dog)  [conf=1.000]
  pred_1(person_1, person_1)  [conf=1.000]
  pred_2(person_1, person_1)  [conf=1.000]
  pred_3(person_1, person_1)  [conf=1.000]
  pred_1(car_1, person_1)  [conf=1.000]
  pred_2(car_1, person_1)  [conf=1.000]
  pred_3(car_1, person_1)  [conf=1.000]
  pred_0(bicycle_1, person_0)  [conf=1.000]
  pred_4(bicycle_1, person_0)  [conf=1.000]
  pred_5(bicycle_1, person_0)  [conf=1.000]
  pred_7(bicycle_1, person_0)  [conf=1.000]
  pred_0(car_0, car_1)  [conf=1.000]
  pred_3(car_0, car_1)  [conf=1.000]
  pred_4(car_0, car_1)  [conf=1.000]
  pred_5(car_0, car_1)  [conf=1.000]
  pred_6(car_0, car_1)  [conf=1.000]
  pred_7(car_0, car_1)  [conf=1.000]
  pred_0(car_0, car_0)  [conf=1.000]
  pred_4(car_0, car_0)  [conf=1.000]
  pred_5(car_0, car_0)  [conf=1.000]
  pred_6(car_0, car_0)  [conf=1.000]
  pred_7(car_0, car_0)  [conf=1.000]
  pred_0(person_0, person_0)  [conf=1.000]
  pred_1(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_0(person_0, car_0)  [conf=1.000]
  pred_4(person_0, car_0)  [conf=1.000]
  pred_5(person_0, car_0)  [conf=1.000]
  pred_6(person_0, car_0)  [conf=1.000]
  pred_7(person_0, car_0)  [conf=1.000]
  pred_1(bicycle_0, bicycle_0)  [conf=1.000]
  pred_2(bicycle_0, bicycle_0)  [conf=1.000]
  pred_3(bicycle_0, bicycle_0)  [conf=1.000]
  pred_6(bicycle_0, bicycle_0)  [conf=1.000]

State 38:
  pred_1(person_2, person_2)  [conf=1.000]
  pred_2(person_2, person_2)  [conf=1.000]
  pred_3(person_2, person_2)  [conf=1.000]
  pred_6(person_2, person_2)  [conf=1.000]
  pred_0(person_3, person_1)  [conf=1.000]
  pred_4(person_3, person_1)  [conf=1.000]
  pred_5(person_3, person_1)  [conf=1.000]
  pred_7(person_3, person_1)  [conf=1.000]
  pred_0(person_1, person_1)  [conf=1.000]
  pred_4(person_1, person_1)  [conf=1.000]
  pred_5(person_1, person_1)  [conf=1.000]
  pred_7(person_1, person_1)  [conf=1.000]
  pred_0(person_6, person_0)  [conf=1.000]
  pred_4(person_6, person_0)  [conf=1.000]
  pred_5(person_6, person_0)  [conf=1.000]
  pred_6(person_6, person_0)  [conf=1.000]
  pred_7(person_6, person_0)  [conf=1.000]
  pred_0(person_4, person_2)  [conf=1.000]
  pred_3(person_4, person_2)  [conf=1.000]
  pred_4(person_4, person_2)  [conf=1.000]
  pred_5(person_4, person_2)  [conf=1.000]
  pred_6(person_4, person_2)  [conf=1.000]
  pred_7(person_4, person_2)  [conf=1.000]
  pred_0(person_0, person_6)  [conf=1.000]
  pred_4(person_0, person_6)  [conf=1.000]
  pred_5(person_0, person_6)  [conf=1.000]
  pred_6(person_0, person_6)  [conf=1.000]
  pred_7(person_0, person_6)  [conf=1.000]
  pred_1(person_5, person_5)  [conf=1.000]
  pred_2(person_5, person_5)  [conf=1.000]
  pred_3(person_5, person_5)  [conf=1.000]
  pred_6(person_5, person_5)  [conf=1.000]
  pred_0(person_1, person_0)  [conf=1.000]
  pred_4(person_1, person_0)  [conf=1.000]
  pred_5(person_1, person_0)  [conf=1.000]
  pred_6(person_1, person_0)  [conf=1.000]
  pred_7(person_1, person_0)  [conf=1.000]
  pred_0(person_0, person_5)  [conf=1.000]
  pred_3(person_0, person_5)  [conf=1.000]
  pred_4(person_0, person_5)  [conf=1.000]
  pred_5(person_0, person_5)  [conf=1.000]
  pred_6(person_0, person_5)  [conf=1.000]
  pred_7(person_0, person_5)  [conf=1.000]
  pred_0(person_3, person_3)  [conf=1.000]
  pred_4(person_3, person_3)  [conf=1.000]
  pred_5(person_3, person_3)  [conf=1.000]
  pred_7(person_3, person_3)  [conf=1.000]

State 39:
  pred_0(horse_2, horse_2)  [conf=1.000]
  pred_1(horse_2, horse_2)  [conf=1.000]
  pred_4(horse_2, horse_2)  [conf=1.000]
  pred_5(horse_2, horse_2)  [conf=1.000]
  pred_6(horse_2, horse_2)  [conf=1.000]
  pred_7(horse_2, horse_2)  [conf=1.000]
  pred_0(person, horse_2)  [conf=1.000]
  pred_1(person, horse_2)  [conf=1.000]
  pred_4(person, horse_2)  [conf=1.000]
  pred_5(person, horse_2)  [conf=1.000]
  pred_6(person, horse_2)  [conf=1.000]
  pred_7(person, horse_2)  [conf=1.000]
  pred_0(horse_1, horse_1)  [conf=1.000]
  pred_4(horse_1, horse_1)  [conf=1.000]
  pred_5(horse_1, horse_1)  [conf=1.000]
  pred_6(horse_1, horse_1)  [conf=1.000]
  pred_7(horse_1, horse_1)  [conf=1.000]
  pred_0(person, horse_0)  [conf=1.000]
  pred_1(person, horse_0)  [conf=1.000]
  pred_4(person, horse_0)  [conf=1.000]
  pred_5(person, horse_0)  [conf=1.000]
  pred_6(person, horse_0)  [conf=1.000]
  pred_7(person, horse_0)  [conf=1.000]
  pred_1(pad_4, horse_2)  [conf=1.000]
  pred_4(pad_4, horse_2)  [conf=1.000]
